Employee_id,Preferred_Name,Work_Email,Is_Currently_Active,Business_Title,Job_Family_Group,Job_Family,Manager_ID,Hire_Date,Termination_Date,location_ref_id
51384,June Wolf,june.wolf@monks.test,1,Business Process Analyst,,,51337,11/15/2021,,LOC_US Remote
51327,Gino Metz,gino.metz@monks.test,1,Sr. Business Analyst,,,51337,04-04-2023,,LOC_US Remote
51278,Lacy Hahn,lacy.hahn@monks.test,1,SA Senior Software Engineer,,,51337,04-10-2023,,LOC_US Remote
51127,Ewell Konopelski,ewell.konopelski@monks.test,1,SA QA Engineer,,,51337,10-09-2023,,LOC_Costa Rica Remote
51386,Leif West,leif.west@monks.test,1,QA Analyst,,,51337,4/17/2023,,LOC_US Remote
51261,Libby Rau,libby.rau@monks.test,1,Project Manager,,,51337,3/25/2024,,LOC_US Remote
51379,Esta Kris,esta.kris@monks.test,0,"SA Associate Director, Program Management (Product Marketing)",,,51337,1/16/2024,8/16/2024,LOC_US Remote
31917,Eve Doyle,eve.doyle@monks.test,1,Data Analyst,,,51337,06-04-2024,,LOC_US Remote
31853,Lonny Fay,lonny.fay@monks.test,1,Senior Producer,,,51337,6/24/2024,,LOC_Canada Remote
51964,Jayde Orn,jayde.orn@monks.test,1,Marketing Manager,,,51337,1/15/2024,,LOC_UK Remote PEO
51309,Era Frami,era.frami@monks.test,1,SA Program Manager,,,51337,01-03-2024,,LOC_US Remote
51325,Kay Kunde,kay.kunde@monks.test,0,SA Content Strategist Program Manager,,,51337,11/27/2023,,LOC_US Remote
51965,Lexi Haag,lexi.haag@monks.test,1,UI Software Engineer,,,51337,12-11-2023,,LOC_UK Remote PEO
51355,Kody Rice,kody.rice@monks.test,0,SA Business Analyst,,,51337,2/19/2024,,LOC_US Remote
51397,Lina Hahn,lina.hahn@monks.test,1,SA Program Manager,,,51337,10/16/2023,,LOC_US Remote
51132,Garry Schowalter,garry.schowalter@monks.test,1,Fullstack Engineer,,,51337,8/14/2023,,LOC_Costa Rica Remote
51294,Jed Grant,jed.grant@monks.test,1,Business Process Analyst,,,51337,11-01-2021,,LOC_US Remote
31930,Ila Moore,ila.moore@monks.test,1,Senior UX Writer,,,51337,7/22/2024,,LOC_US Remote
51236,Alanis West,alanis.west@monks.test,1,Social Media and Content Consultant,,,51337,04-01-2024,,LOC_US Remote
31848,Judy Rath,judy.rath@monks.test,1,Marketing Manager,,,51337,07-01-2024,,LOC_US Remote
51393,Jay Johns,jay.johns@monks.test,1,Software Engineer,,,51337,04-03-2023,,LOC_US Remote
51051,Elizabeth Hickle,elizabeth.hickle@monks.test,1,EIS Ecomm Dev,,,51337,08-01-2022,,LOC_Brazil Remote
31854,Gia Bosco,gia.bosco@monks.test,1,Production Designer,,,51337,5/13/2024,,LOC_US Remote
51259,Kim Ratke,kim.ratke@monks.test,1,Data Analyst,,,51337,3/15/2021,,LOC_US Remote
51229,Lane Wolf,lane.wolf@monks.test,1,SA Software Engineer,,,51337,3/25/2024,,LOC_US Remote
51421,Aimee Adams,aimee.adams@monks.test,1,Placeholder Formula,,,51337,06-01-2024,,LOC_US Remote
51376,Lela King,lela.king@monks.test,0,SA Sales Manager,,,51337,07-10-2023,,LOC_US Remote
31916,Eve Rohan,eve.rohan@monks.test,1,Head of Programming,,,51337,07-01-2024,,LOC_US Remote
51405,Lacy Mann,lacy.mann@monks.test,1,Sr. Business Analyst,,,51337,1/29/2024,,LOC_US Remote
51137,Evalyn VonRueden,evalyn.vonrueden@monks.test,1,SA Senior DevOps Engineer,,,51337,04-08-2024,,LOC_Costa Rica Remote
51269,Kyle West,kyle.west@monks.test,1,UX/UI Designer,,,51337,01-03-2023,,LOC_US Remote
51241,Efrain Thiel,efrain.thiel@monks.test,1,SA C++ Developer,,,51337,03-04-2024,,LOC_Uruguay Remote
51060,Elliott Kassulke,elliott.kassulke@monks.test,1,SA C++ Developer,,,51337,10-02-2023,,LOC_Brazil Remote
51006,Ellie Balistreri,ellie.balistreri@monks.test,1,Senior Full Stack Developer,,,51337,7/18/2022,,LOC_Argentina Remote
51136,Estell Lueilwitz,estell.lueilwitz@monks.test,1,SA Sr. Data Engineer,,,51337,04-08-2024,,LOC_Costa Rica Remote
51383,Elmo Beer,elmo.beer@monks.test,1,Global Program Support Analyst,,,51337,9/19/2023,,LOC_US Remote
51260,Erin Hahn,erin.hahn@monks.test,1,SA Associate Account Director,,,51337,1/29/2024,,LOC_US Remote
51324,Eve Bogan,eve.bogan@monks.test,1,SA Business Analyst,,,51337,03-11-2024,,LOC_US Remote
51275,Ida Dicki,ida.dicki@monks.test,1,SA Sr. Business Data Analyst,,,51337,11/27/2023,,LOC_US Remote
51378,Eli Nader,eli.nader@monks.test,1,Production Designer,,,51337,4/18/2024,,LOC_US Remote
51402,Lera Kris,lera.kris@monks.test,1,PSO Cloud Consultant,,,51337,03-01-2021,,LOC_US Remote
